LanguageHaveWorkedWith,Currency,Country,RemoteWork,CompTotal
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,210000.0
Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,In-person,42720.0
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Ruby;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",250000.0
Python;R;SQL,USD	United States dollar,United States of America,Remote,140000.0
Bash/Shell (all shells);C;C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
JavaScript;Python,USD	United States dollar,United States of America,Remote,150000.0
Bash/Shell (all shells);C++;Dart;Erlang;Fortran;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",125000.0
Go;Groovy;Java;Python;Rust;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",200000.0
Go;HTML/CSS;Java;JavaScript;PHP;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,150000.0
Bash/Shell (all shells);C;C#;C++;HTML/CSS;PHP;Python;R;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,275000.0
JavaScript;Python;Ruby;SQL;TypeScript,EUR European Euro,Germany,Remote,45600.0
C;C++;Delphi;HTML/CSS;JavaScript;Objective-C;PHP;PowerShell;Python;TypeScript,EUR European Euro,Germany,Remote,80000.0
Go;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,140000.0
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",106000.0
Java;Kotlin;Python,USD	United States dollar,United States of America,Remote,250000.0
C#;Delphi;HTML/CSS;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,151000.0
Nim;Python;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",230000.0
Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",190550.0
C#;HTML/CSS;JavaScript;Kotlin;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",144448.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,142000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust,EUR European Euro,Germany,Remote,56656.0
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;Ruby;TypeScript,USD	United States dollar,United States of America,Remote,210000.0
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Perl;PowerShell;Python;Ruby;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,160000.0
Python;SQL,USD	United States dollar,United States of America,In-person,55000.0
C;C#;Java;JavaScript;Lua;PowerShell;Python;SQL;Swift,USD	United States dollar,United States of America,In-person,140000.0
Bash/Shell (all shells);JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",80000.0
HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,Remote,190000.0
Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,205000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,90000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,140000.0
Bash/Shell (all shells);Python,USD	United States dollar,United States of America,Remote,125000.0
C#;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL;TypeScript;Visual Basic (.Net),EUR European Euro,Germany,"Hybrid (some remote, some in-person)",44000.0
Bash/Shell (all shells);C#;F#;Go;Lua;OCaml;Python;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",180000.0
C;C#;C++;Cobol;F#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;Fortran;Julia;Lua;Python,EUR European Euro,Germany,In-person,
C#;HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,188000.0
Bash/Shell (all shells);Python,USD	United States dollar,United States of America,Remote,210000.0
Python,USD	United States dollar,United States of America,Remote,130000.0
C#;C++;Java;JavaScript;PowerShell;Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",97000.0
Bash/Shell (all shells);Groovy;HTML/CSS;Python,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Groovy;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,
HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",198000.0
C#;Erlang;Groovy;Java;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,140000.0
Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",300000.0
Bash/Shell (all shells);C;Elixir;HTML/CSS;JavaScript;Python;Ruby;Rust;TypeScript,USD	United States dollar,United States of America,Remote,110000.0
HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,In-person,63000.0
Bash/Shell (all shells);C#;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,225000.0
Go;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,200000.0
C#;Java;Kotlin;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,420000.0
C#;C++;Crystal;JavaScript;Python;VBA;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,
Ada;Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,
C;C++;Dart;Go;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",190000.0
Bash/Shell (all shells);C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",163000.0
Bash/Shell (all shells);C;Go;Java;Python,USD	United States dollar,United States of America,Remote,120000.0
Bash/Shell (all shells);JavaScript;Lua;Python;Ruby;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",140000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",125000.0
Bash/Shell (all shells);C++;MATLAB;Python,EUR European Euro,Germany,In-person,
HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,89000.0
Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;Python;SQL;VBA,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Groovy;Java;JavaScript;Lua;Python;Ruby,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,250000.0
C#;C++;Fortran;Python,USD	United States dollar,United States of America,In-person,145000.0
C#;F#;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;Swift;TypeScript,USD	United States dollar,United States of America,Remote,90000.0
C#;Python,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Delphi;HTML/CSS;PHP;Python;SQL,EUR European Euro,Germany,In-person,
C;C++;Dart;GDScript;MATLAB;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Java;Python;Scala;TypeScript,USD	United States dollar,United States of America,Remote,160000.0
MATLAB;Python,USD	United States dollar,United States of America,Remote,10000.0
Bash/Shell (all shells);C;C++;Erlang;Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C#;C++;PowerShell;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",350000.0
Go;HTML/CSS;JavaScript;Kotlin;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",120000.0
HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",200000.0
C++;HTML/CSS;JavaScript;Python;R;Ruby,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
Bash/Shell (all shells);Go;Java;PHP;Python;Scala;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",300000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,250000.0
HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,Remote,125000.0
HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,115000.0
HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,Remote,110000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Perl;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",159000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",70000.0
Python;R,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
Bash/Shell (all shells);Lua;PowerShell;Python;Rust;SQL;Visual Basic (.Net),EUR European Euro,Germany,In-person,100000.0
C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,USD	United States dollar,United States of America,Remote,150000.0
Assembly;C;C++;Go;JavaScript;Python;SQL;Zig,USD	United States dollar,United States of America,Remote,114000.0
Java;PHP;Python,EUR European Euro,Germany,Remote,52000.0
HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,USD	United States dollar,United States of America,Remote,210000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,Remote,
HTML/CSS;JavaScript;Python,EUR European Euro,Germany,In-person,
C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net),USD	United States dollar,India,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Go;HTML/CSS;Java;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;PowerShell;Python;Swift;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",110000.0
Assembly;C#;C++;Java;Kotlin;Objective-C;Python;Swift,USD	United States dollar,United States of America,Remote,135000.0
PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",86000.0
C;C++;JavaScript;PHP;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift;TypeScript;VBA,EUR European Euro,Germany,In-person,55000.0
C;C#;C++;MATLAB;Python,USD	United States dollar,United States of America,Remote,275000.0
C#;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,192500.0
Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",52000.0
HTML/CSS;JavaScript;Lua;Python;SQL,USD	United States dollar,United States of America,In-person,40000.0
C#;C++;Delphi;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Clojure;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,
Python;SQL,USD	United States dollar,United States of America,Remote,300000.0
C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,
C#;Java;Objective-C;Python;Swift;VBA,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",275000.0
Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Python;R,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Solidity;SQL;TypeScript,USD	United States dollar,United States of America,Remote,220000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;Solidity;SQL,USD	United States dollar,United States of America,Remote,200000.0
C#;Go;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);C++;Groovy;JavaScript;Python;Scala;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",500000.0
C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",80000.0
Go;Java;JavaScript;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Flow;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",215000.0
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;R;SQL,USD	United States dollar,United States of America,Remote,130000.0
Bash/Shell (all shells);C;C++;Go;Haskell;HTML/CSS;Lua;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",130000.0
HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,300000.0
Bash/Shell (all shells);C;Lua;Python,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,126000.0
Bash/Shell (all shells);Java;Python;SQL,USD	United States dollar,United States of America,Remote,160000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python,EUR European Euro,Germany,In-person,67000.0
Bash/Shell (all shells);C;Java;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",250000.0
Bash/Shell (all shells);Python;SQL,USD	United States dollar,United States of America,Remote,130000.0
C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",145000.0
C++;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",230000.0
Dart;Groovy;HTML/CSS;Java;JavaScript;Nim;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Go;Python;R,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",52000.0
C#;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);Go;Haskell;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",160000.0
C++;Python,EUR European Euro,Germany,In-person,
Bash/Shell (all shells);C#;Go;PowerShell;Python,USD	United States dollar,United States of America,Remote,173000.0
Go;Python,USD	United States dollar,United States of America,Remote,275000.0
C#;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,98000.0
Bash/Shell (all shells);Go;Python;SQL,USD	United States dollar,United States of America,Remote,180000.0
HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,
